event_ts,feature_key,scope,oblast,value_bool
2025-08-15T16:47:05+00:00,mig_31_airborne,national,,false
2025-08-18T16:21:41+00:00,mig_31_airborne,national,,true
2025-08-18T16:39:02+00:00,mig_31_airborne,national,,false
2025-08-18T21:25:51+00:00,tu_95_takeoff,national,,true
2025-08-20T09:20:51+00:00,mig_31_airborne,national,,true
2025-08-20T09:45:03+00:00,mig_31_airborne,national,,false
2025-08-20T23:49:58+00:00,mig_31_airborne,national,,true
2025-08-28T00:38:22+00:00,mig_31_airborne,national,,true
2025-08-28T06:30:57+00:00,mass_attack_active,national,,true
2025-08-30T06:02:22+00:00,mass_attack_active,oblast,zaporizhzhia,true
2025-09-01T07:19:21+00:00,mig_31_airborne,national,,true
2025-09-01T07:37:24+00:00,mig_31_airborne,national,,false
2025-09-06T11:33:16+00:00,mig_31_airborne,national,,true
2025-09-06T11:50:50+00:00,mig_31_airborne,national,,false
2025-09-11T07:57:43+00:00,mig_31_airborne,national,,true
2025-09-11T08:12:37+00:00,mig_31_airborne,national,,false
2025-09-20T17:20:25+00:00,mass_attack_active,national,,true
2025-09-23T19:30:54+00:00,mass_attack_active,oblast,kharkiv,true
2025-09-28T00:52:38+00:00,tu_95_takeoff,national,,true
2025-10-03T17:45:51+00:00,mig_31_airborne,national,,true
2025-10-03T18:10:24+00:00,mig_31_airborne,national,,false
2025-10-04T22:09:42+00:00,tu_95_takeoff,national,,true
2025-10-05T01:25:00+00:00,tu_95_takeoff,national,,true
2025-10-05T03:02:43+00:00,mig_31_airborne,national,,true
2025-10-09T23:50:08+00:00,mass_attack_active,national,,true
2025-10-10T01:52:56+00:00,mig_31_airborne,national,,true
2025-10-14T08:25:28+00:00,mig_31_airborne,national,,true
2025-10-14T08:49:14+00:00,mig_31_airborne,national,,false
2025-10-14T22:03:23+00:00,mass_attack_active,national,,true
2025-10-16T02:19:28+00:00,mig_31_airborne,national,,true
2025-10-16T02:58:42+00:00,mig_31_airborne,national,,false
2025-10-16T03:19:44+00:00,mig_31_airborne,national,,true
2025-10-16T03:43:46+00:00,mig_31_airborne,national,,false
2025-10-20T09:17:13+00:00,mig_31_airborne,national,,true
2025-10-20T09:36:06+00:00,mig_31_airborne,national,,false
2025-10-22T04:04:08+00:00,mig_31_airborne,national,,true
2025-10-22T04:43:47+00:00,mig_31_airborne,national,,false
2025-10-22T05:36:52+00:00,mig_31_airborne,national,,true
2025-10-22T06:19:19+00:00,mig_31_airborne,national,,false
2025-10-27T16:37:09+00:00,mig_31_airborne,national,,true
2025-10-27T16:52:06+00:00,mig_31_airborne,national,,false
2025-11-02T21:35:06+00:00,mig_31_airborne,national,,true
2025-11-02T22:06:18+00:00,mig_31_airborne,national,,false
2025-11-06T09:04:26+00:00,mig_31_airborne,national,,true
2025-11-06T14:40:53+00:00,mig_31_airborne,national,,true
2025-11-07T21:25:36+00:00,mig_31_airborne,national,,true
2025-11-07T22:55:18+00:00,mig_31_airborne,national,,true
2025-11-09T22:30:15+00:00,mig_31_airborne,national,,true
2025-11-09T23:10:39+00:00,mig_31_airborne,national,,false
2025-11-13T22:26:24+00:00,mig_31_airborne,national,,true
2025-11-13T23:38:07+00:00,mass_attack_active,oblast,kyiv,true
2025-11-14T19:20:48+00:00,mig_31_airborne,national,,true
2025-11-14T19:50:05+00:00,mig_31_airborne,national,,false
2025-11-15T07:43:25+00:00,mig_31_airborne,national,,true
2025-11-15T07:53:21+00:00,mig_31_airborne,national,,false
2025-11-19T01:30:01+00:00,tu_95_takeoff,national,,false
2025-11-19T04:42:04+00:00,mig_31_airborne,national,,true
2025-11-19T07:30:34+00:00,mass_attack_active,national,,true
2025-11-19T08:28:18+00:00,mig_31_airborne,national,,true
2025-11-19T14:56:39+00:00,tu_95_takeoff,national,,true
2025-11-24T10:10:09+00:00,mig_31_airborne,national,,true
2025-11-24T23:03:26+00:00,mig_31_airborne,national,,true
2025-11-25T04:54:09+00:00,mig_31_airborne,national,,true
2025-11-28T16:47:27+00:00,mig_31_airborne,national,,true
2025-12-05T23:22:25+00:00,mig_31_airborne,national,,true
2025-12-06T00:04:32+00:00,mig_31_airborne,national,,false
2025-12-06T00:23:00+00:00,mig_31_airborne,national,,true
2025-12-06T01:00:26+00:00,mig_31_airborne,national,,false
2025-12-06T03:13:09+00:00,tu_95_takeoff,national,,true
2025-12-06T23:22:37+00:00,mig_31_airborne,national,,true
2025-12-07T00:06:10+00:00,mig_31_airborne,national,,false
2025-12-12T08:33:11+00:00,tu_95_takeoff,national,,true
2025-12-13T00:24:06+00:00,mig_31_airborne,national,,true
2025-12-13T00:58:23+00:00,mig_31_airborne,national,,true
2025-12-23T14:14:38+00:00,mass_attack_active,national,,true
2025-12-26T23:48:41+00:00,mig_31_airborne,national,,true
2025-12-27T13:00:08+00:00,mass_attack_active,national,,true
2026-01-01T00:21:38+00:00,mass_attack_active,oblast,volyn,true
2026-01-04T17:22:13+00:00,mig_31_airborne,national,,true
2026-01-04T23:35:22+00:00,mig_31_airborne,national,,true
2026-01-05T00:16:58+00:00,mig_31_airborne,national,,true
2026-01-08T23:24:12+00:00,mass_attack_active,oblast,kyiv,true
2026-01-09T00:13:09+00:00,mig_31_airborne,national,,true
2026-01-16T16:06:09+00:00,mig_31_airborne,national,,true
2026-01-16T16:46:44+00:00,mig_31_airborne,national,,true
2026-01-20T00:37:18+00:00,mig_31_airborne,national,,false
2026-01-20T01:50:36+00:00,tu_95_takeoff,national,,true
2026-01-23T14:48:58+00:00,mig_31_airborne,national,,true
2026-01-23T23:21:57+00:00,mass_attack_active,oblast,kyiv,true
2026-01-23T23:56:42+00:00,mass_attack_active,oblast,kharkiv,true
2026-02-03T03:27:04+00:00,tu_95_takeoff,national,,true
2026-02-03T16:58:36+00:00,mig_31_airborne,national,,true
2026-02-03T17:18:30+00:00,mig_31_airborne,national,,false
2026-02-06T06:55:38+00:00,mig_31_airborne,national,,true
2026-02-07T09:23:51+00:00,mig_31_airborne,national,,true
2026-02-07T12:11:36+00:00,mass_attack_active,national,,true
2026-02-09T09:20:05+00:00,mass_attack_active,national,,true
2026-02-11T12:39:06+00:00,mig_31_airborne,national,,true
2026-02-11T13:30:10+00:00,mig_31_airborne,national,,false
2026-02-11T14:05:57+00:00,mig_31_airborne,national,,true
2026-02-22T02:47:53+00:00,mig_31_airborne,national,,true
2026-02-24T16:40:29+00:00,mass_attack_active,national,,true
2026-02-27T09:25:27+00:00,mig_31_airborne,national,,true
2026-02-27T09:55:51+00:00,mig_31_airborne,national,,false
2026-03-02T07:50:00+00:00,mass_attack_active,oblast,kyiv,true
2026-03-14T01:47:48+00:00,tu_95_takeoff,national,,true
2026-03-14T13:10:06+00:00,mass_attack_active,oblast,kharkiv,true
2026-03-24T16:53:59+00:00,mass_attack_active,oblast,chernihiv,true
2026-03-28T19:01:44+00:00,mig_31_airborne,national,,true
2026-03-29T22:46:51+00:00,mig_31_airborne,national,,true
2026-03-29T23:29:39+00:00,mig_31_airborne,national,,false
2026-03-30T01:53:45+00:00,mig_31_airborne,national,,true
2026-03-30T02:33:48+00:00,mig_31_airborne,national,,false
2026-03-30T09:55:32+00:00,mig_31_airborne,national,,true
2026-03-30T11:04:52+00:00,mig_31_airborne,national,,true
2026-03-30T14:27:01+00:00,mig_31_airborne,national,,true
2026-03-30T18:58:50+00:00,mig_31_airborne,national,,true
2026-04-03T07:23:49+00:00,mig_31_airborne,national,,true
2026-04-03T12:25:53+00:00,mig_31_airborne,national,,true
2026-04-09T14:48:10+00:00,mass_attack_active,national,,true
2026-04-11T06:34:44+00:00,mass_attack_active,national,,true
2026-04-16T09:10:02+00:00,mass_attack_active,national,,true
2026-04-17T16:53:01+00:00,mig_31_airborne,national,,true
2026-04-17T17:09:32+00:00,mig_31_airborne,national,,false
2026-04-20T05:56:40+00:00,mass_attack_active,national,,true
2026-04-24T23:39:28+00:00,tu_95_takeoff,national,,true
2026-04-30T12:35:16+00:00,mig_31_airborne,national,,true
2026-04-30T12:49:29+00:00,mig_31_airborne,national,,false
2026-05-05T06:21:31+00:00,mass_attack_active,national,,true
2026-05-13T16:04:46+00:00,mig_31_airborne,national,,true
2026-05-13T16:33:31+00:00,mig_31_airborne,national,,false
2026-05-13T16:42:27+00:00,mig_31_airborne,national,,true
2026-05-13T17:08:52+00:00,mig_31_airborne,national,,false
2026-05-13T17:24:14+00:00,mig_31_airborne,national,,true
2026-05-13T17:49:15+00:00,mig_31_airborne,national,,false
2026-05-13T21:55:54+00:00,mig_31_airborne,national,,true
2026-05-14T05:05:02+00:00,mass_attack_active,oblast,kyiv,true
2026-05-14T10:10:20+00:00,mass_attack_active,national,,true
2026-05-14T18:50:39+00:00,mass_attack_active,national,,true
2026-05-15T19:25:00+00:00,mig_31_airborne,national,,true
2026-05-19T08:47:02+00:00,mig_31_airborne,national,,true
2026-05-19T09:00:42+00:00,mig_31_airborne,national,,false
2026-05-23T21:32:59+00:00,mig_31_airborne,national,,true
2026-05-23T23:46:37+00:00,mass_attack_active,national,,true
2026-05-24T00:44:48+00:00,mass_attack_active,national,,true
2026-05-24T06:52:10+00:00,mass_attack_active,oblast,kyiv,true
2026-05-27T09:24:22+00:00,mig_31_airborne,national,,true
2026-05-27T10:16:07+00:00,mig_31_airborne,national,,false
2026-05-27T18:56:47+00:00,mig_31_airborne,national,,true
2026-05-28T19:58:10+00:00,mig_31_airborne,national,,true
2026-05-29T00:08:31+00:00,mig_31_airborne,national,,true
2026-05-29T12:01:06+00:00,mig_31_airborne,national,,true
2026-05-29T12:40:54+00:00,mig_31_airborne,national,,false
2026-06-02T05:33:23+00:00,mass_attack_active,oblast,kharkiv,true
2026-06-15T05:10:16+00:00,mass_attack_active,oblast,kharkiv,true
2026-06-20T15:31:38+00:00,mig_31_airborne,national,,true
2026-06-20T15:55:17+00:00,mig_31_airborne,national,,false
2026-06-20T21:54:44+00:00,mig_31_airborne,national,,true
2026-06-20T22:20:22+00:00,mig_31_airborne,national,,false
2026-06-21T00:40:43+00:00,mig_31_airborne,national,,true
2026-06-21T01:09:06+00:00,mig_31_airborne,national,,false
2026-06-21T09:20:56+00:00,mig_31_airborne,national,,true
2026-06-21T09:39:45+00:00,mig_31_airborne,national,,false
2026-06-22T12:34:57+00:00,mig_31_airborne,national,,true
2026-06-22T12:56:55+00:00,mig_31_airborne,national,,false
2026-06-23T19:04:34+00:00,mig_31_airborne,national,,true
2026-06-23T19:24:38+00:00,mig_31_airborne,national,,false
2026-06-23T20:13:29+00:00,mig_31_airborne,national,,true
2026-06-23T20:30:34+00:00,mig_31_airborne,national,,false
